1DrrBnFlylU,0,people eating apple,test
1ETeBLkMRwA,50,dog barking,train
1EiNSiO0UvU,0,people sneezing,test
1FNk-noM7oQ,411,playing badminton,train
1G2DmbC4Hjg,10,skateboarding,train
1G5qsVDrfKo,75,playing badminton,train
1GBLWxgtlG4,60,skateboarding,train
1HgUHQGWMA0,90,skateboarding,train
1HhZ9VmTSu8,24,playing tennis,train
1HhZ9VmTSu8,56,playing tennis,train
1JF_VjVjPA0,20,skateboarding,train
1KZ0cJhqmW4,60,dog barking,train
1KruMBQJJ-8,47,people sneezing,train
1MP3sQTk8wo,0,dog barking,test
1MVOkDjAAVs,24,playing badminton,train
1ND2PnKkzHA,208,playing badminton,train
1O9zpJ6bdMo,76,playing badminton,train
1OCyUeuv2-Q,40,people sneezing,train
1PBelsQG2Rw,20,dog barking,train
1QOOT16jXIs,475,playing badminton,train
1RIFrK6EcfY,8,playing badminton,train
1RM6N7it8d4,0,skateboarding,train
1TUAmftiO9s,233,people eating crisps,train
1U8Y6VifI-M,50,people sneezing,test
1UBW2vZ75zI,40,people sneezing,train
1UMV0lTH9UM,21,playing badminton,train
1V4dOLDD02Q,5,lions roaring,train
1W10VLm8tFo,23,striking bowling,train
1WGfcIOLUK8,30,dog barking,test
1WVuvMIKi7o,50,dog barking,train
1WWPdIr91b8,0,dog barking,train
1WeD3graT0Q,4,people sneezing,train
1XdIchC_4Cc,120,skateboarding,train
1Y7ePpJqt_M,0,skateboarding,train
1Y7ePpJqt_M,172,skateboarding,train
1YzJnyM15UM,118,people sneezing,train
1Z9TOs4-848,107,hammering nails,train
1ZMgNprAofE,0,striking bowling,train
1_Q80fDGLRM,10,dog barking,test
1_uDI8gkeXo,188,skateboarding,train
1_uOIG6pwc0,90,striking bowling,train
1a-030YRdAc,2,lions roaring,train
1aEH1Qld_AI,114,people eating apple,train
1bH3PnUWGPM,49,ice cracking,train
1bH3PnUWGPM,87,ice cracking,train
1bIHwwTgUIE,30,playing badminton,train
1bhD5_EHqg8,429,people eating crisps,train
1bhD5_EHqg8,465,people eating crisps,train
1biKiqtwOyY,2,people sneezing,train
1d0fXjCQvaI,63,lions roaring,train
1d0fXjCQvaI,84,lions roaring,train
1dcIdo84nv4,9,people sneezing,train
1dyTIbmtgps,449,striking bowling,train
1eBrdIZbNJg,30,people sneezing,train
1eGRqwgzmAE,417,playing badminton,train
1ewF4-m-OIE,129,people eating apple,train
1ewF4-m-OIE,190,people eating apple,train
1fT3ac-PuZU,4,hammering nails,train
1fT3ac-PuZU,18,hammering nails,train
1ggIItcrUaA,1,hammering nails,train
1ggIItcrUaA,50,hammering nails,train
1hBOha7wUrE,83,playing badminton,train
1hKSlZZ5T50,2,chopping wood,test
1hmlZLUpXx0,27,playing badminton,train
1hwkxJOl1PY,20,lions roaring,test
1iCRrHMgBzk,0,dog barking,train
1jOOISjonO0,30,dog barking,train
1jjx--9irOQ,189,people eating apple,train
1khQqbQGMK4,210,hammering nails,train
1khQqbQGMK4,408,hammering nails,train
1n_0rjtOwKA,61,playing badminton,train
1nd2m9kcFLI,38,playing badminton,train
1oNdZdDtnxQ,123,playing badminton,train
1oYCRq19KFg,37,people sneezing,train
1oc8O2thk-Y,11,hammering nails,train
1rTzmUaXbzA,58,playing badminton,train
1rrOQgyXs1c,37,hammering nails,train
1rrOQgyXs1c,49,hammering nails,train
1uSavuICk1M,40,dog barking,train
1uWFtjXk9wo,15,chopping wood,train
1uaOgz0VAVI,798,lions roaring,train
1umybq-uBCs,404,striking bowling,train
1v6gqgsDrJY,150,skateboarding,train
1xGkh8Gp7ks,452,striking bowling,train
1xZESfMpi9Q,156,playing badminton,test
2-lykiK0hqw,20,skateboarding,train
200fYy1b-AA,21,people sneezing,train
200fYy1b-AA,128,people sneezing,train
21vfIdV2B60,30,dog barking,train
22b6SLUvGHk,20,skateboarding,train
22f9_YJIdQE,91,playing badminton,train
23A0-dPCzlQ,167,skateboarding,train
23EZgL8NiMc,95,people eating crisps,train
23FY9sjfgM8,117,ice cracking,test
23i3Gu-ojnQ,6,lions roaring,train
24oYHGAu0mw,15,dog barking,train
257rNBypirA,4,hammering nails,train
25DvbDv0-94,110,dog barking,train
25Yt9pqElKo,17,skateboarding,train
26Fz_Fp0zaM,89,people eating crisps,train
28S9JDrPX9g,196,people sneezing,train
28aVNuCBXWw,20,lions roaring,train
28aVNuCBXWw,174,lions roaring,train
29Qds5fkMP4,109,people sneezing,train
29Qds5fkMP4,121,people sneezing,train
29qN_hyfvNY,200,skateboarding,train
2ALAQg1eMWY,531,people eating apple,train
2C4P_aYRC0o,6,lions roaring,train
2C4P_aYRC0o,17,lions roaring,train
2Ei7ZUZjIsc,487,striking bowling,train
2FaEyGOJwG8,10,lions roaring,train
2FaEyGOJwG8,23,lions roaring,train
2Faj-8gK9Xw,87,playing badminton,train
2HLagM2fH0A,105,people eating crisps,train
2HNmKXP0W7U,220,skateboarding,train
2HVe9X7djls,420,people eating crisps,train
2Iln7mu732o,5,people sneezing,train
2Iln7mu732o,17,people sneezing,train
2IsgfovbWC4,10,people sneezing,train
2JIuxw1Q3w8,108,playing badminton,train
2JNmOJNTsdE,32,hammering nails,test
2JXSTB77u0s,0,playing badminton,train
2KQvY3HLBM0,261,chopping wood,train
2L3tuvv5RRw,10,lions roaring,test
2Lp22rva8Fg,0,striking bowling,train
2MBmPqHLgac,30,skateboarding,train
2PFgqF0k0zk,59,striking bowling,train
2PFgqF0k0zk,108,striking bowling,train
2PSepowyWHE,3,lions roaring,train
2PSepowyWHE,14,lions roaring,train
2Q5HThyEfYk,161,people sneezing,train
2Q5WmH6PBFI,80,ice cracking,train
2Q5WmH6PBFI,221,ice cracking,train
2QKJuc_Hscc,50,dog barking,test
2SqH6Vuu4lc,10,dog barking,train
2U8RhxWEQvk,40,lions roaring,train
2WIlj-NL6Hc,0,skateboarding,train
2WnUWrMc1sc,78,people sneezing,train
2XFrBXTnNY8,80,dog barking,test
2XOTejBfF2g,404,chopping wood,test
2XOTejBfF2g,514,chopping wood,test
2Xrsg-Vo4tM,1,skateboarding,train
2Xrsg-Vo4tM,24,skateboarding,train
2ZlmHVfeqKc,224,people sneezing,train
2ZlmHVfeqKc,246,people sneezing,train
2_JIKuVe5PM,133,lions roaring,train
2_ljDKHdv6g,0,dog barking,train
2aOGU44gbLg,14,skateboarding,train
2aUsiNodEM4,31,dog barking,train
2aUsiNodEM4,41,dog barking,train
2bp4VxfjKa0,30,skateboarding,train
2c5VU69225M,30,dog barking,train
2cXiij-QU5Q,541,playing badminton,train
2fnqXRC_Abc,149,skateboarding,train
2fnqXRC_Abc,376,skateboarding,train
2fsWqejVnC0,5,skateboarding,train
2gyMDnt8e6k,411,playing tennis,test
2hKC_gyijcw,10,dog barking,train
2heOTzDD0oU,20,skateboarding,train
2iWU7tV1va0,326,people eating apple,train
2jIv5qBTS88,9,dog barking,train
2kLO5ebfeA0,20,dog barking,train
2kxSCudyHpk,173,playing badminton,train
2l0BcqqUwc4,140,dog barking,train
2lS12cKzHoY,19,skateboarding,train
2lS12cKzHoY,57,skateboarding,train
2m_CgBu6mTc,50,skateboarding,train
2mfuHazBzsw,71,people sneezing,train
2mfuHazBzsw,97,people sneezing,train
2nHgn_H2mEw,21,playing badminton,train
2nzpQA6yeXc,2,ice cracking,train
2p8Z_JDIvuw,40,people sneezing,train
2pRZfJ9bSG0,162,playing badminton,train
2phhgFa4fG8,174,playing badminton,train
2qCMEZCYG7Y,606,people eating apple,train
2rV5a3l9IyY,1,hammering nails,train
2rzpfFL7p9o,80,skateboarding,train
2s-OUXwFgls,51,ice cracking,train
2s-OUXwFgls,191,ice cracking,train
2s8tM4yCtbw,418,playing badminton,train
2uI67pirsdA,213,chopping wood,train
2vYmoAMSjp0,20,people eating apple,train
2vYmoAMSjp0,35,people eating apple,train
2vkDY8ctipA,50,skateboarding,train
2w7cZC8senI,195,people eating apple,train
2w7cZC8senI,255,people eating apple,train
2wUsyQY0R5Q,360,skateboarding,train
2wYQ-3q3cD4,0,chopping wood,train
2wYQ-3q3cD4,17,chopping wood,train
2yeuzECPVUI,33,playing badminton,train
2zcGhf7TUKw,63,hammering nails,train
2zcGhf7TUKw,123,hammering nails,train
3-1aolaLnJ4,36,hammering nails,train
3-1aolaLnJ4,60,hammering nails,train
3-PuJcWhyV0,10,skateboarding,train
3-a8i_MEUl8,30,skateboarding,test
300KLsb9dOk,71,playing badminton,train
30OKuAy9LNs,0,lions roaring,train
30OKuAy9LNs,35,lions roaring,train
30USM0SdMDo,187,playing badminton,train
30Y4_sSw2wc,81,hammering nails,test
30ipHASErDQ,421,people eating apple,train
30ipHASErDQ,979,people eating apple,train
31zqGonKYR0,9,dog barking,train
31zqGonKYR0,28,dog barking,train
32hBitPbNu4,61,playing badminton,train
341GjFYSEgc,20,skateboarding,train
34o84pbjfUM,10,dog barking,train
350V5nmvu5E,186,people eating crisps,train
350V5nmvu5E,284,people eating crisps,train
35i-3XIn4ls,8,dog barking,train
35i-3XIn4ls,114,dog barking,train
36pdsEdiWBE,125,chopping wood,train
36pdsEdiWBE,219,chopping wood,train
36xzrUTlmKw,40,dog barking,train
38DktuXxeqQ,260,skateboarding,train
38Vg0ciQWBc,10,skateboarding,train
38ZHxrz7jFE,60,people sneezing,train
38waCgclpB0,10,striking bowling,train
38waCgclpB0,46,striking bowling,train
39JX0_X4Yh4,65,ice cracking,train
39JX0_X4Yh4,138,ice cracking,train
39X8V9qxEt8,9,lions roaring,train
39X8V9qxEt8,19,lions roaring,train
3A39m83VhUA,294,hammering nails,test
3A9qtqkXqtM,345,playing badminton,train
3AIQZ0GwDEw,54,playing badminton,train
3AzacBprTzU,60,dog barking,test
3BHYWTnZIvI,29,lions roaring,train
3BQWcAW8-Nc,749,people eating apple,train
3BQWcAW8-Nc,795,people eating apple,train
3BvkcvjuhIQ,289,people eating crisps,test
3CCS5SCRLP0,148,people eating apple,train
3CCS5SCRLP0,177,people eating apple,train
3CJEOj06CWk,5,hammering nails,train
3CJEOj06CWk,50,hammering nails,train
3EoUlKqdQi0,42,people eating apple,train
3EoUlKqdQi0,55,people eating apple,train
3F3hplSwczA,59,playing badminton,train
3FHqL6f6i-0,138,playing badminton,train
3GGXEDql5zY,541,striking bowling,train
3GGXEDql5zY,791,striking bowling,train
3HSRX24Nj4Q,3,lions roaring,train
3HSRX24Nj4Q,18,lions roaring,train
3HkfQESxADM,333,playing badminton,train
3I17FhCBuuw,300,playing badminton,train
3IFJADP3n5A,0,lions roaring,train
3IFJADP3n5A,13,lions roaring,train
3IMNb87Hkgs,160,playing badminton,train
3IfmCBzPLL0,13,lions roaring,train
3IfmCBzPLL0,24,lions roaring,train
3ItHVu-KT2k,20,people sneezing,train
3Jl-v4JL2WQ,0,lions roaring,train
3Jl-v4JL2WQ,25,lions roaring,train
3K2atjzHGtE,38,lions roaring,train
3K2atjzHGtE,86,lions roaring,train
3KjtkJiip-8,1,playing badminton,train
3LO8iqmX_LM,30,dog barking,train
3M2TFEF01t4,51,playing badminton,train
3MOG_CAcWkw,142,playing badminton,train
3Mh9gtdSeyM,469,people eating apple,train
3Mh9gtdSeyM,738,people eating apple,train
3NRu3vNRFxU,0,dog barking,test
3NqV3u8pt0A,2,lions roaring,train
3OaJe9WGQrk,4,lions roaring,train
3OaJe9WGQrk,17,lions roaring,train
3QBavrBO4UE,44,playing badminton,train
3QR8_ZVk8G4,160,dog barking,train
3Ry9UWTzBcI,293,playing badminton,train
3Tjn1i1uSTw,146,playing badminton,train
3U5sOy-Y3ZI,39,playing badminton,train
3UlkL9_Wc88,154,playing badminton,train
3VU0ygtGw58,0,people eating apple,train
3VU0ygtGw58,29,people eating apple,train
3VhTUkuVwzM,106,playing badminton,train
3W-slsHh8IY,20,skateboarding,train
3WA7VMa94Lw,403,playing badminton,train
3WLoBKcEW28,409,people eating apple,train
3XhTM13Li7M,3,dog barking,train
3XhTM13Li7M,202,dog barking,train
3XobirpDrw4,25,people eating apple,train
3Y9jG5llsns,7,striking bowling,train
3_t3g8uImYA,40,skateboarding,train
3cukJHT3IlE,49,people sneezing,train
3cy7OWQIsWk,580,skateboarding,train
3d5adPCKY40,106,people eating apple,train
3d5adPCKY40,119,people eating apple,train
3edp1qAhLB0,40,people sneezing,train
3gc-RNncD9g,269,hammering nails,train
3gc-RNncD9g,284,hammering nails,train
3heg7kHLkBw,55,lions roaring,train
3heg7kHLkBw,88,lions roaring,train
3hztvJYikQY,66,playing badminton,train
3iOdIHgpp2U,120,people eating crisps,train
3iOdIHgpp2U,211,people eating crisps,train
3jS8tWfLJxI,90,dog barking,train
3kmYCPaVNxA,238,people eating crisps,train
3kmYCPaVNxA,352,people eating crisps,train
3l05t_jAc0A,0,skateboarding,train
3m7qEYjfp8A,20,people sneezing,train
3msLliexfYs,260,skateboarding,train
3nWeAosWK40,20,dog barking,train
3p0EJX_ALfs,176,playing badminton,train
3pJUVMoajmM,29,lions roaring,train
3pJUVMoajmM,46,lions roaring,train
3pV7d32BfBQ,50,lions roaring,test
3qesirWAGt4,20,dog barking,test
3qgtQ0qyuts,107,playing badminton,train
3r8Dbg8bxwM,23,hammering nails,train
3rBzGWbsqsY,30,chopping wood,train
3sj_-6uX3xk,30,people sneezing,train
3t7wAd-jw1A,35,playing badminton,train
3tLz5joViQg,19,hammering nails,train
3tLz5joViQg,33,hammering nails,train
3tvfgvNaTbw,218,playing badminton,train
3vYVB_bOazw,117,playing badminton,train
3wD3V8W3t1k,0,people sneezing,train
3wD3V8W3t1k,10,people sneezing,train
3wZ_HHViGpM,40,playing badminton,train
3wirS8eqVYI,62,playing tennis,train
3xbAoVtkinI,100,dog barking,train
3yDBgIECogM,51,people eating apple,train
3yDBgIECogM,244,people eating apple,train
3yXCtpvjz6E,4,lions roaring,train
3yXCtpvjz6E,17,lions roaring,train
3yxCG4mxDkQ,158,playing badminton,train
3z4jomoN5C8,13,people eating apple,train
3z4jomoN5C8,114,people eating apple,train
3z8SFfchy_s,170,skateboarding,train
3zekgmpog1E,375,playing badminton,train
4-JleWrZGq8,30,playing badminton,train
40h0lVIgnRc,2,people sneezing,train
41TF4teDvDs,65,playing badminton,train
41V_J6hdEhs,39,playing badminton,train
42EskO67AMw,31,chopping wood,train
443rTNtiUsY,0,dog barking,train
45RMvyE1upE,188,playing badminton,train
45yPZz8d6fA,90,playing badminton,train
48HFZ684x9s,39,hammering nails,train
48HFZ684x9s,65,hammering nails,train
48SjlgeIIDk,0,dog barking,train
48hslqhFb98,0,dog barking,train
49KZ3abYtjQ,50,dog barking,train
49sQAv1gdDk,56,people eating crisps,train
49sQAv1gdDk,83,people eating crisps,train
4AYySiliYAw,10,dog barking,train
4DKKuMFGJbE,1,skateboarding,train
4DKKuMFGJbE,12,skateboarding,train
4EWiQwmOcig,38,people sneezing,train
4EjHrb_8Zks,11,people eating crisps,train
4Ez7a6IPfv4,398,dog barking,train
